scenario2c/rabbitmq-features.csv.n,scenario2c/rabbitmq-reduced.csv.n,scenario2c/rabbitmq-features.csv.lat50,scenario2c/rabbitmq-features.csv.cpu_usage,scenario2c/rabbitmq-features.csv.ram_limit,scenario2c/rabbitmq-reduced.csv.cpu_limit,scenario2c/rabbitmq-features.csv.lat95,scenario2c/rabbitmq-reduced.csv.ram_limit,scenario2c/rabbitmq-reduced.csv.time,scenario2c/rabbitmq-features.csv.lat75,lat99,scenario2c/rabbitmq-features.csv.min,scenario2c/rabbitmq-features.csv.cpu_limit
50,50,10099766,0.287328,1408M,1.5,10538758,1408M,1646512741,10285713,10662275,9172717,1.5
200,200,63035,2.334405,3072M,5.0,112683,3072M,1646512758,81863,132997,309,5.0
250,250,78412253,0.306571,3200M,1.5,79110649,3200M,1646512791,78664238,79321852,77152967,1.5
50,50,8378017,0.30562,1408M,1.5,8896049,1408M,1646512849,8609139,9105375,7614086,1.5
200,200,59327,2.336727,3072M,5.0,121710,3072M,1646512865,81435,153601,519,5.0
300,300,81354406,0.31189,3200M,1.5,81990945,3200M,1646512953,81624601,82185041,80124165,1.5
50,50,9170181,0.296984,1408M,1.5,9514225,1408M,1646512957,9356551,9604512,8473889,1.5
200,200,63678,2.324172,3072M,5.0,111902,3072M,1646512971,83671,134734,2724,5.0
50,50,10622021,0.288765,1408M,1.5,11034881,1408M,1646513065,10782519,11143656,9861653,1.5
200,200,69416,2.321742,3072M,5.0,137075,3072M,1646513077,92650,158333,520,5.0
350,350,83561064,0.315185,3200M,1.5,84274924,3200M,1646513121,83824636,84444827,82823395,1.5
100,100,51834890,0.286672,1408M,1.5,52634533,1408M,1646513174,52083886,53142554,51340946,1.5
200,200,72056,2.321742,3072M,5.0,127040,3072M,1646513184,94018,154944,6700,5.0
400,400,86686293,0.316558,3200M,1.5,87396842,3200M,1646513288,86954282,87678882,85792872,1.5
100,100,53261811,0.296293,1408M,1.5,53643550,1408M,1646513289,53435510,53766755,52473724,1.5
250,250,124482,2.312738,3072M,5.0,196992,3072M,1646513292,156312,222098,7596,5.0
250,250,116615,2.305664,3072M,5.0,193233,3072M,1646513400,146207,231374,22721,5.0
100,100,51224019,0.306288,1408M,1.5,51694906,1408M,1646513406,51403476,51824595,50198850,1.5
450,450,85975336,0.307131,3200M,1.5,87105685,3200M,1646513460,86263634,87255001,85187298,1.5
250,250,120837,2.305664,3072M,5.0,200865,3072M,1646513508,150211,238805,8074,5.0
150,150,66946521,0.307776,1408M,1.5,67380554,1408M,1646513528,67108286,67582203,66331977,1.5
250,250,122270,2.322032,3072M,5.0,210860,3072M,1646513615,154045,241361,5122,5.0
500,500,87587786,0.308339,3200M,1.5,88144738,3200M,1646513634,87910887,88279290,87039946,1.5
150,150,67512968,0.306816,1408M,1.5,67911598,1408M,1646513668,67686249,68079678,66435709,1.5
250,250,128156,2.324633,3072M,5.0,226150,3072M,1646513723,161962,291697,2308,5.0
150,150,67098906,0.307173,1408M,1.5,67625067,1408M,1646513808,67337022,67826616,66345470,1.5
550,550,88710758,0.310055,3200M,1.5,89499724,3200M,1646513811,89086515,89692413,87391499,1.5
300,300,212253,2.324633,3072M,5.0,342135,3072M,1646513833,259638,394376,63748,5.0
300,300,216179,2.316888,3072M,5.0,350485,3072M,1646513942,268903,392360,54119,5.0
150,150,67248159,0.303633,1408M,1.5,67587415,1408M,1646513947,67404480,67674778,66425474,1.5
550,550,88184130,0.306814,3200M,1.5,88745237,3200M,1646513988,88413086,89019370,87304649,1.5
300,300,166014,2.318813,3072M,5.0,256644,3072M,1646514052,198360,316855,35289,5.0
200,200,74627011,0.308157,1408M,1.5,75189898,1408M,1646514088,74846255,75458348,73749916,1.5
300,300,219683,2.318297,3072M,5.0,349498,3072M,1646514161,266019,407827,53283,5.0
600,600,89246591,0.306799,3200M,1.5,90131127,3200M,1646514165,89654771,90309109,88237307,1.5
250,250,80839527,0.307934,1408M,1.5,81582211,1408M,1646514249,81209388,81702737,79521358,1.5
300,300,194524,2.305565,3072M,5.0,306327,3072M,1646514271,235793,355763,62573,5.0
100,100,51599427,0.126911,3328M,1.5,52123648,3328M,1646514302,51812524,52485962,50773041,1.5
350,350,858552,2.295341,3072M,5.0,2581389,3072M,1646514382,1582853,3051460,100522,5.0
350,350,84345432,0.297994,1408M,1.5,84905580,1408M,1646514415,84595300,85128819,83011329,1.5
150,150,67782658,0.248834,3328M,1.5,68441820,3328M,1646514423,68052275,68685747,66991690,1.5
350,350,339489,2.295341,3072M,5.0,1233427,3072M,1646514494,634723,1383327,74343,5.0
200,200,75379514,0.30257,3328M,1.5,75898585,3328M,1646514565,75589843,76023670,74578390,1.5
400,400,86374415,0.308095,1408M,1.5,86998495,1408M,1646514584,86619577,87205121,85490153,1.5
350,350,1605789,2.298354,3072M,5.0,5591487,3072M,1646514605,3505736,6933297,109679,5.0
350,350,1747847,2.298354,3072M,5.0,4076151,3072M,1646514717,2519152,4699672,105336,5.0
300,300,81905840,0.301635,3328M,1.5,82489636,3328M,1646514729,82098887,82767062,80969589,1.5
450,450,86914108,0.310041,1408M,1.5,87687991,1408M,1646514755,87235748,87957522,85591546,1.5
350,350,1489399,2.291737,3072M,5.0,5855599,3072M,1646514828,3514815,6418221,122024,5.0
300,300,82088233,0.305607,3328M,1.5,82799777,3328M,1646514893,82374179,83006554,81044046,1.5
450,450,87569875,0.310041,1408M,1.5,88195739,1408M,1646514928,87812571,88424919,86556564,1.5
400,400,6474911,2.285375,3072M,5.0,10416454,3072M,1646514943,8049218,11708199,3573185,5.0
400,300,6765715,2.268829,3072M,1.5,10316531,3328M,1646515056,8204864,82779234,3689864,5.0
400,400,6765715,2.268829,3072M,5.0,10316531,3072M,1646515056,8204864,11826507,3689864,5.0
550,550,88374673,0.301982,1408M,1.5,89092399,1408M,1646515108,88703028,89287845,87321908,1.5
400,400,7476264,2.277075,3072M,5.0,12388583,3072M,1646515170,9511075,13455653,3749179,5.0
350,350,85027631,0.305292,3328M,1.5,85673547,3328M,1646515223,85326524,85906727,83724486,1.5
50,50,11447158,0.109242,1280M,1.5,11871804,1280M,1646515246,11600655,12144918,10780770,1.5
400,400,6486446,2.283395,3072M,5.0,10336594,3072M,1646515284,8100718,11874873,3711647,5.0
50,50,12021898,0.220723,1280M,1.5,12371211,1280M,1646515354,12208414,12493474,10860232,1.5
350,350,84820059,0.305292,3328M,1.5,85406925,3328M,1646515387,85052498,85566941,83639817,1.5
400,400,7369729,2.287049,3072M,5.0,10709627,3072M,1646515398,8706694,11531443,3823807,5.0
50,50,9278180,0.28618,1280M,1.5,9759634,1280M,1646515462,9479515,9941899,8211156,1.5
450,450,13311192,2.287049,3072M,5.0,21861680,3072M,1646515513,16264600,23432680,4122503,5.0
450,450,87324677,0.307892,3328M,1.5,87955317,3328M,1646515561,87650017,88122277,86165193,1.5
50,50,12687489,0.284321,1280M,1.5,13133368,1280M,1646515570,12853245,13282279,12005763,1.5
450,450,13166193,2.282402,3072M,5.0,18469553,3072M,1646515628,15170410,18998230,3865758,5.0
50,50,9709577,0.286411,1280M,1.5,10151048,1280M,1646515678,9870428,10246118,9003818,1.5
550,550,88271527,0.306994,3328M,1.5,88729797,3328M,1646515742,88477002,88944561,87174488,1.5
450,450,15139099,2.31675,3072M,5.0,20296487,3072M,1646515743,17188841,21448607,3709300,5.0
100,100,53780858,0.286411,1280M,1.5,54143882,1280M,1646515788,53963980,54290474,53079937,1.5
450,450,13945647,2.316801,3072M,5.0,17744521,3072M,1646515857,15772174,19080621,4017881,5.0
50,50,9075172,0.072355,3456M,1.5,9507744,3456M,1646515906,9292667,9646791,8559119,1.5
100,100,53817208,0.287269,1280M,1.5,54101756,1280M,1646515910,53934507,54214821,53148295,1.5
450,450,13196913,2.313323,3072M,5.0,22457828,3072M,1646515971,17145024,23173556,3732300,5.0
100,100,52924898,0.220223,3456M,1.5,53343939,3456M,1646516015,53091584,53499639,52025832,1.5
150,150,68404131,0.296682,1280M,1.5,68858730,1280M,1646516029,68618421,69016385,67723725,1.5
500,500,21159740,2.310829,3072M,5.0,24970840,3072M,1646516087,23081984,26192685,4745301,5.0
100,100,52736831,0.291076,3456M,1.5,53088827,3456M,1646516134,52889166,53243393,52135679,1.5
150,150,68870967,0.299348,1280M,1.5,69431880,1280M,1646516172,69167662,69555196,67935608,1.5
500,500,21229232,2.314303,3072M,5.0,25413323,3072M,1646516203,23411104,26189518,4036838,5.0
100,100,52539082,0.298138,3456M,1.5,52925374,3456M,1646516252,52709232,53070871,51798256,1.5
500,200,21391085,2.327422,3072M,1.5,27988961,1280M,1646516318,24028024,76026384,4388528,5.0
500,500,21391085,2.327422,3072M,5.0,27988961,3072M,1646516318,24028024,29130830,4388528,5.0
150,150,68456791,0.296385,3456M,1.5,68949265,3456M,1646516374,68680979,69139563,67591905,1.5
500,500,22230099,2.327422,3072M,5.0,27409020,3072M,1646516434,24862595,28415027,4330943,5.0
250,250,80313365,0.292312,1280M,1.5,80892906,1280M,1646516478,80564786,81104556,79406249,1.5
150,150,68711542,0.295057,3456M,1.5,69184157,3456M,1646516516,68867580,69346366,67723899,1.5
500,500,21149073,2.330803,3072M,5.0,24031079,3072M,1646516550,22571083,24802551,3791009,5.0
250,250,80602385,0.295093,1280M,1.5,81264640,1280M,1646516640,80883565,81417412,79310425,1.5
150,150,68952789,0.293767,3456M,1.5,69379304,3456M,1646516655,69153611,69518929,68168790,1.5
550,550,28371354,2.330803,3072M,5.0,34865010,3072M,1646516666,30795833,35881847,4570451,5.0
550,550,27678453,2.34857,3072M,5.0,32732781,3072M,1646516783,30096297,33411082,10191579,5.0
150,150,68253481,0.293335,3456M,1.5,68765654,3456M,1646516798,68453454,69063137,67408528,1.5
250,250,80568561,0.29519,1280M,1.5,81383924,1280M,1646516801,80922703,81583507,79653010,1.5
550,550,27350205,2.363619,3072M,5.0,32309867,3072M,1646516900,29916250,32994956,9230078,5.0
200,200,75182413,0.294985,3456M,1.5,75768144,3456M,1646516944,75442068,75970559,74276499,1.5
300,300,82624823,0.292144,1280M,1.5,83288583,1280M,1646516969,82866321,83635919,80774065,1.5
550,550,27577716,2.37371,3072M,5.0,34129850,3072M,1646517016,30093835,34847946,3799592,5.0
200,200,75396794,0.293674,3456M,1.5,75942739,3456M,1646517102,75620069,76266808,74480512,1.5
550,550,28454068,2.363458,3072M,5.0,32224495,3072M,1646517133,30190102,33180396,4506883,5.0
300,300,82446605,0.292311,1280M,1.5,83043410,1280M,1646517134,82637308,83219639,81707368,1.5
600,600,34121917,2.353652,3072M,5.0,39174078,3072M,1646517250,36232349,40083144,10160238,5.0
200,200,74955692,0.292216,3456M,1.5,75448149,3456M,1646517261,75169879,75581449,74342642,1.5
300,300,83214260,0.293311,1280M,1.5,83896046,1280M,1646517297,83517254,84063563,82312825,1.5
600,600,32994113,2.376681,3072M,5.0,35881936,3072M,1646517368,34154951,36846321,16089516,5.0
200,200,76123382,0.290057,3456M,1.5,76568375,3456M,1646517421,76333760,76699169,75190877,1.5
350,350,85862186,0.291875,1280M,1.5,86466232,1280M,1646517463,86122439,86626845,84854027,1.5
600,600,33949792,2.38955,3072M,5.0,37761578,3072M,1646517486,35706323,38660923,14995323,5.0
200,200,75625281,0.286811,3456M,1.5,76244998,3456M,1646517582,75897401,76561756,74896355,1.5
600,600,33325033,2.38955,3072M,5.0,36566280,3072M,1646517603,34782590,37485907,12899964,5.0
400,400,87138069,0.291278,1280M,1.5,87777050,1280M,1646517631,87367304,87977833,86211133,1.5
600,600,32870888,2.40382,3072M,5.0,38707663,3072M,1646517721,35377851,39595399,12259366,5.0
250,250,79653336,0.290294,3456M,1.5,79990791,3456M,1646517744,79817563,80111859,78988035,1.5
250,250,79560458,0.297456,3456M,1.5,80236029,3456M,1646517906,79874140,80389716,78545574,1.5
50,50,11262348,0.270338,1152M,1.5,11601061,1152M,1646517939,11443149,11685189,10518096,1.5
50,50,25476341,0.300216,1152M,1.5,25885865,1152M,1646518048,25664436,25995829,24733549,1.5
350,350,86832852,0.301466,3456M,1.5,87490411,3456M,1646518077,87090793,87774765,86207488,1.5
50,50,24663395,0.271439,1152M,1.5,25058520,1152M,1646518157,24853070,25177325,23672663,1.5
400,400,87549243,0.285231,3456M,1.5,88135846,3456M,1646518244,87743106,88325595,86689846,1.5
50,50,24816071,0.260853,1152M,1.5,25330553,1152M,1646518266,25021321,25614963,24210774,1.5
50,50,319,1.513344,3200M,5.0,463,3200M,1646518343,358,1089,200,5.0
50,50,26051921,0.260361,1152M,1.5,26454248,1152M,1646518374,26239416,26555918,25207916,1.5
500,500,89068463,0.276734,3456M,1.5,89829851,3456M,1646518426,89377720,89965824,88125908,1.5
100,100,57213113,0.261238,1152M,1.5,57645044,1152M,1646518485,57393239,57781317,56289527,1.5
100,100,317,1.726627,3200M,5.0,632,3200M,1646518548,382,1149,182,5.0
600,600,89669497,0.288695,3456M,1.5,90266876,3456M,1646518605,89958219,90399378,88439305,1.5
100,100,54580173,0.286136,1152M,1.5,54885584,1152M,1646518607,54719959,55088570,53975091,1.5
100,100,308,2.1254,3200M,5.0,596,3200M,1646518652,361,1922,197,5.0
150,150,69947008,0.296412,1152M,1.5,70429710,1152M,1646518731,70163902,70539441,69231052,1.5
100,100,311,2.336566,3200M,5.0,704,3200M,1646518755,374,2876,191,5.0
100,100,54786679,0.131348,3584M,1.5,55461763,3584M,1646518763,55071106,55788250,54225684,1.5
100,100,319,2.455881,3200M,5.0,669,3200M,1646518858,376,1897,197,5.0
200,200,75667089,0.296412,1152M,1.5,76103722,1152M,1646518876,75903077,76203768,75010818,1.5
100,100,53435410,0.251479,3584M,1.5,53842782,3584M,1646518884,53616792,53939669,52800319,1.5
100,100,319,2.428045,3200M,5.0,1612,3200M,1646518962,384,7179,196,5.0
150,150,68355573,0.299622,3584M,1.5,68843268,3584M,1646519007,68553237,68993595,67657739,1.5
300,300,81906818,0.298055,1152M,1.5,82497581,1152M,1646519040,82160579,82691128,80971751,1.5
150,150,22955,2.43194,3200M,5.0,57449,3200M,1646519067,36118,78167,299,5.0
150,150,65889034,0.303727,3584M,1.5,66324393,3584M,1646519149,66068410,66524966,64914679,1.5
150,150,21932,2.388061,3200M,5.0,57782,3200M,1646519172,35702,71484,318,5.0
300,300,81926555,0.299727,1152M,1.5,82454277,1152M,1646519205,82157170,82587334,80994828,1.5
150,150,25738,2.353295,3200M,5.0,58427,3200M,1646519276,36633,73342,338,5.0
150,150,66668550,0.306727,3584M,1.5,67067946,3584M,1646519285,66829005,67200036,66091458,1.5
150,150,22534,2.320291,3200M,5.0,52917,3200M,1646519381,34182,64942,255,5.0
150,150,67262865,0.307217,3584M,1.5,67735481,3584M,1646519424,67465110,67858953,66059535,1.5
150,150,21579,2.319223,3200M,5.0,60267,3200M,1646519486,34281,81182,217,5.0
400,400,86699518,0.315997,1152M,1.5,87096931,1152M,1646519490,86883416,87218598,85537391,1.5
200,200,73376496,0.314467,3584M,1.5,73919360,3584M,1646519564,73622656,74431623,72571328,1.5
200,200,67968,2.329006,3200M,5.0,130286,3200M,1646519592,94405,152783,541,5.0
50,50,7090151,0.133925,1024M,1.5,7554662,1024M,1646519636,7300274,7641194,6615362,1.5
200,200,67459,2.329006,3200M,5.0,116660,3200M,1646519698,88802,140425,674,5.0
200,200,73627058,0.315146,3584M,1.5,74227282,3584M,1646519723,73877314,74506050,72890067,1.5
50,50,7958592,0.216367,1024M,1.5,8436605,1024M,1646519744,8153235,8604461,7215789,1.5
200,200,69260,2.286234,3200M,5.0,130959,3200M,1646519805,89932,166523,270,5.0
50,50,8298241,0.288361,1024M,1.5,8713729,1024M,1646519851,8527018,9179325,7702641,1.5
200,200,73920325,0.31399,3584M,1.5,74335743,3584M,1646519881,74120634,74542192,73144796,1.5
200,200,60172,2.33282,3200M,5.0,115428,3200M,1646519911,84755,143814,1246,5.0
50,50,7853444,0.288361,1024M,1.5,8332597,1024M,1646519959,8073625,8458365,7018237,1.5
200,200,71005,2.33282,3200M,5.0,128483,3200M,1646520017,93858,154568,671,5.0
300,300,81381561,0.314819,3584M,1.5,82223776,3584M,1646520044,81773564,82374592,80252827,1.5
50,50,10168241,0.28775,1024M,1.5,10648432,1024M,1646520067,10401288,10742647,9459606,1.5
250,250,138629,2.330623,3200M,5.0,213663,3200M,1646520125,168886,240022,6172,5.0
100,100,51970207,0.287211,1024M,1.5,52399658,1024M,1646520177,52162004,52542157,51208607,1.5
300,300,81386401,0.31749,3584M,1.5,81982020,3584M,1646520207,81649596,82114148,80500173,1.5
250,250,109704,2.330623,3200M,5.0,185311,3200M,1646520232,139990,214506,3041,5.0
100,100,52818299,0.29522,1024M,1.5,53187726,1024M,1646520295,52962817,53364909,52070496,1.5
250,250,121613,2.322367,3200M,5.0,201723,3200M,1646520340,152852,245656,9692,5.0
300,300,81896345,0.315876,3584M,1.5,82611530,3584M,1646520372,82162701,82797214,81176141,1.5
100,100,51356179,0.303467,1024M,1.5,51816341,1024M,1646520415,51552634,52017302,50505701,1.5
250,250,130807,2.322367,3200M,5.0,207546,3200M,1646520448,161689,245329,4045,5.0
150,150,67563329,0.302323,1024M,1.5,68081051,1024M,1646520535,67801633,68258364,66731376,1.5
300,300,82037691,0.306706,3584M,1.5,82671117,3584M,1646520536,82272582,82880659,81154636,1.5
250,250,127914,2.317584,3200M,5.0,203350,3200M,1646520556,155648,236313,14236,5.0
300,300,203205,2.317584,3200M,5.0,319586,3200M,1646520665,244394,379218,68094,5.0
150,150,66461245,0.304908,1024M,1.5,67240211,1024M,1646520673,66684610,67414872,65745959,1.5
350,350,84659151,0.304302,3584M,1.5,85474397,3584M,1646520702,84971014,85754726,82943918,1.5
300,300,220131,2.305106,3200M,5.0,693580,3200M,1646520774,356986,804860,39021,5.0
150,150,68127076,0.307818,1024M,1.5,68567219,1024M,1646520813,68329140,68849395,67199407,1.5
450,450,87209073,0.305289,3584M,1.5,87818233,3584M,1646520872,87409838,88013210,86185602,1.5
300,300,205788,2.314758,3200M,5.0,327372,3200M,1646520884,249901,387393,30956,5.0
150,150,66545385,0.307818,1024M,1.5,66953294,1024M,1646520954,66675397,67146083,65945748,1.5
300,300,226389,2.314758,3200M,5.0,442562,3200M,1646520993,271090,561257,62572,5.0
450,450,86937371,0.306309,3584M,1.5,87469658,3584M,1646521046,87154239,87510035,85884030,1.5
200,200,74761745,0.305007,1024M,1.5,75223612,1024M,1646521095,74986729,75298142,73795440,1.5
300,300,196709,2.309793,3200M,5.0,361029,3200M,1646521102,254410,423076,21609,5.0
350,350,2479442,2.307465,3200M,5.0,5139663,3200M,1646521214,3454223,6248447,820825,5.0
450,450,87362344,0.306309,3584M,1.5,87951473,3584M,1646521219,87649172,88098655,86691250,1.5
200,200,74254540,0.309162,1024M,1.5,74764651,1024M,1646521254,74429450,75067697,73700736,1.5
350,350,2342118,2.288136,3200M,5.0,4921131,3200M,1646521326,3838168,6000552,108103,5.0
450,450,86937894,0.305359,3584M,1.5,87909107,3584M,1646521392,87350497,88344451,85676178,1.5
200,200,74629186,0.30511,1024M,1.5,75144332,1024M,1646521413,74900089,75254774,73378017,1.5
350,350,2495620,2.285497,3200M,5.0,5917605,3200M,1646521437,3945716,6543975,142334,5.0
350,350,1299364,2.287102,3200M,5.0,3645713,3200M,1646521549,2168647,5363026,177145,5.0
500,500,88425653,0.305394,3584M,1.5,88843337,3584M,1646521567,88575472,88984382,87123384,1.5
200,200,74442933,0.305375,1024M,1.5,75029167,1024M,1646521572,74679000,75291001,73608244,1.5
350,350,962514,2.287102,3200M,5.0,4117262,3200M,1646521660,1702811,5507356,95496,5.0
200,200,74632711,0.30325,1024M,1.5,75163462,1024M,1646521732,74881795,75333650,73870042,1.5
550,550,88053854,0.303987,3584M,1.5,88721823,3584M,1646521744,88319115,89154382,86991237,1.5
400,400,5912774,2.268697,3200M,5.0,8373609,3200M,1646521775,6857718,9373029,3718539,5.0
400,400,8493515,2.246147,3200M,5.0,14478805,3200M,1646521888,11481796,15402303,3957438,5.0
250,250,79647633,0.302249,1024M,1.5,80228894,1024M,1646521893,79888504,80549959,78605136,1.5
600,600,88969349,0.30264,3584M,1.5,89969095,3584M,1646521926,89257807,90210635,88130354,1.5
400,400,6672343,2.241931,3200M,5.0,9218924,3200M,1646522002,7796264,10162933,3884986,5.0
250,250,80954807,0.304229,1024M,1.5,81476114,1024M,1646522055,81198576,81615879,80155526,1.5
100,100,51197179,0.093358,3712M,1.5,51650887,3712M,1646522084,51400564,51869515,50486086,1.5
400,400,7158667,2.27889,3200M,5.0,12516244,3200M,1646522116,9920738,13217952,3730459,5.0
150,150,67937859,0.235612,3712M,1.5,68390590,3712M,1646522204,68115195,68632988,67233638,1.5
250,250,80405218,0.295074,1024M,1.5,81036696,1024M,1646522216,80679445,81223395,78874480,1.5
400,400,7902492,2.278981,3200M,5.0,12579700,3200M,1646522230,10378755,14026738,3665234,5.0
150,150,68519208,0.303469,3712M,1.5,69002788,3712M,1646522342,68727065,69176934,67779409,1.5
450,450,13529085,2.28828,3200M,5.0,21211883,3200M,1646522344,17465289,23254512,3650039,5.0
300,300,82303582,0.300666,1024M,1.5,82897498,1024M,1646522381,82555924,83177338,80985265,1.5
450,450,14651305,2.291332,3200M,5.0,24145228,3200M,1646522459,17910202,25272433,4075479,5.0
150,150,68793618,0.300419,3712M,1.5,69220590,3712M,1646522482,68981370,69328487,68010385,1.5
300,300,82467431,0.300666,1024M,1.5,83047097,1024M,1646522544,82712802,83273481,81027268,1.5
450,450,15218689,2.305491,3200M,5.0,22513976,3200M,1646522574,17932115,24163859,4054317,5.0
150,150,67704259,0.296937,3712M,1.5,68232957,3712M,1646522624,67915414,68450849,66757199,1.5
450,450,14264147,2.305891,3200M,5.0,18606703,3200M,1646522689,16184695,20023489,3919108,5.0
300,300,82027040,0.296119,1024M,1.5,82696720,1024M,1646522709,82305314,82935652,80773837,1.5
150,150,67785690,0.297808,3712M,1.5,68247324,3712M,1646522766,67987675,68415094,67017318,1.5
450,450,13852788,2.307712,3200M,5.0,18325236,3200M,1646522803,16165174,19286256,3948783,5.0
200,200,75207934,0.298003,3712M,1.5,75915016,3712M,1646522907,75421975,76149943,74437223,1.5
